1.436784820556639974e-01,3.507537849519519224e-13
1.442855322209927182e-01,1.391375302361858928e-13
1.448925546908158557e-01,2.430842653615761943e-13
1.454995494520271160e-01,1.641697730250160848e-13
1.461065164915203718e-01,3.025187608704636469e-14
1.467134557961893848e-01,1.085719615864474944e-13
1.473203673529279167e-01,2.087296527167755502e-14
1.479272511486297292e-01,1.644786700266289872e-13
1.485341071701886395e-01,0.000000000000000000e+00
1.491409354044984092e-01,1.754773769392510328e-13
1.497477358384528279e-01,2.877001054894141281e-13
1.503545084589456571e-01,1.952728895586005744e-13
1.509612532528706863e-01,1.451621301120405307e-13
1.515679702071217050e-01,7.769233966224098842e-16
1.521746593085924748e-01,7.842679060550427107e-14
1.527813205441767852e-01,1.508655315550060766e-13
1.533879539007684256e-01,2.085283552949314853e-13
1.539945593652611577e-01,1.387274324539969619e-13
1.546011369245487987e-01,2.649201865059989625e-13
1.552076865655250548e-01,6.676594789541419668e-14
1.558142082750837987e-01,6.511794806950822229e-15
1.564207020401187365e-01,1.411043460555292819e-13
1.570271678475236854e-01,2.238186489500814465e-13
1.576336056841923794e-01,1.336551259848674916e-13
1.582400155370186912e-01,1.494150235623372139e-13
1.588463973928962991e-01,1.454294012716713444e-13
1.594527512387190760e-01,3.100467522029403680e-13
1.600590770613807001e-01,1.302816774084191738e-14
1.606653748477750165e-01,2.409411544020202416e-13
1.612716445847958147e-01,3.379442940360551528e-14
1.618778862593368284e-01,2.943811676636523363e-14
1.624840998582918750e-01,0.000000000000000000e+00
1.630902853685547160e-01,9.220800289433978628e-14
1.636964427770191133e-01,1.193752034576807180e-13
1.643025720705789117e-01,1.241223724032588863e-13
1.649086732361278174e-01,1.797241203784719161e-13
1.655147462605596753e-01,7.335349246587911236e-15
1.661207911307682195e-01,2.988190072052500877e-14
1.667268078336472670e-01,1.099862081642463890e-13
1.673327963560905240e-01,7.593244292318277607e-14
1.679387566849918356e-01,1.981218362406487875e-13
1.685446888072449634e-01,4.849596846659671217e-14
1.691505927097436968e-01,1.964011238780683077e-13
1.697564683793817975e-01,1.796633263526830079e-13
1.703623158030530549e-01,1.800458204965521904e-13
1.709681349676512863e-01,1.301809466212496223e-13
1.715739258600701977e-01,1.244061681157082801e-13
1.721796884672036343e-01,3.972254634808879594e-14
1.727854227759453021e-01,1.083341562074109951e-13
1.733911287731890460e-01,1.357310110784328115e-13
1.739968064458286834e-01,1.067756515057129220e-13
1.746024557807578648e-01,1.549188129947026823e-13
1.752080767648704629e-01,1.742397845699126102e-13
1.758136693850602672e-01,1.910467467402682059e-13
1.764192336282210116e-01,1.934844487311097554e-13
1.770247694812464578e-01,1.385172317701277174e-13
1.776302769310304785e-01,1.089814854061946887e-13
1.782357559644667522e-01,4.005311568810685009e-14
1.788412065684491514e-01,1.689880376443884532e-13
1.794466287298713547e-01,9.803964082656995189e-14
