4.500000000000000111e-01,0.000000000000000000e+00
4.749999999999999778e-01,0.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00
5.250000000000000222e-01,0.000000000000000000e+00
5.500000000000000444e-01,0.000000000000000000e+00
5.749999999999999556e-01,0.000000000000000000e+00
5.999999999999999778e-01,0.000000000000000000e+00
6.250000000000000000e-01,0.000000000000000000e+00
6.500000000000000222e-01,0.000000000000000000e+00
6.750000000000000444e-01,0.000000000000000000e+00
6.999999999999999556e-01,0.000000000000000000e+00
7.249999999999999778e-01,0.000000000000000000e+00
7.500000000000000000e-01,0.000000000000000000e+00
7.750000000000000222e-01,0.000000000000000000e+00
8.000000000000000444e-01,0.000000000000000000e+00
8.249999999999999556e-01,0.000000000000000000e+00
8.499999999999989786e-01,0.000000000000000000e+00
8.749999999999990008e-01,0.000000000000000000e+00
8.999999999999990230e-01,0.000000000000000000e+00
9.249999999999990452e-01,0.000000000000000000e+00
9.499999999999989564e-01,0.000000000000000000e+00
9.749999999999989786e-01,0.000000000000000000e+00
9.999999999999990008e-01,0.000000000000000000e+00
1.024999999999999911e+00,0.000000000000000000e+00
1.050000000000000044e+00,0.000000000000000000e+00
1.074999999999999956e+00,0.000000000000000000e+00
1.100000000000000089e+00,0.000000000000000000e+00
1.125000000000000000e+00,0.000000000000000000e+00
1.149999999999999911e+00,0.000000000000000000e+00
1.175000000000000044e+00,0.000000000000000000e+00
1.199999999999999956e+00,0.000000000000000000e+00
1.225000000000000089e+00,0.000000000000000000e+00
1.250000000000000000e+00,0.000000000000000000e+00
1.274999999999999911e+00,0.000000000000000000e+00
1.300000000000000044e+00,0.000000000000000000e+00
1.324999999999999956e+00,0.000000000000000000e+00
1.350000000000000089e+00,0.000000000000000000e+00
1.375000000000000000e+00,0.000000000000000000e+00
1.399999999999999911e+00,0.000000000000000000e+00
1.425000000000000044e+00,8.878504672897200023e-02
1.449999999999999956e+00,9.090909090909089774e-02
1.475000000000000089e+00,9.595959595959599464e-02
1.500000000000000000e+00,9.693877551020410599e-02
1.524999999999999911e+00,9.947643979057589625e-02
1.550000000000000044e+00,9.947643979057589625e-02
1.574999999999999956e+00,1.043956043956039970e-01
1.600000000000000089e+00,1.079545454545449978e-01
1.625000000000000000e+00,1.124260355029590014e-01
1.649999999999999911e+00,1.180124223602480038e-01
1.675000000000000044e+00,1.241830065359480068e-01
1.699999999999999956e+00,1.258278145695360117e-01
1.725000000000000089e+00,1.386861313868610057e-01
1.750000000000000000e+00,1.439393939393940058e-01
1.774999999999999911e+00,1.450381679389310119e-01
1.800000000000000044e+00,1.507936507936510073e-01
1.824999999999999956e+00,1.759259259259260133e-01
1.850000000000000089e+00,1.900000000000000022e-01
1.875000000000000000e+00,1.900000000000000022e-01
1.899999999999999911e+00,2.261904761904759975e-01
1.925000000000000044e+00,2.435897435897440011e-01
1.949999999999999956e+00,2.500000000000000000e-01
1.975000000000000089e+00,2.714285714285710194e-01
2.000000000000000000e+00,3.064516129032259784e-01
2.024999999999999911e+00,3.454545454545450145e-01
2.049999999999999822e+00,4.042553191489359765e-01
2.075000000000000178e+00,4.418604651162790220e-01
2.100000000000000089e+00,5.000000000000000000e-01
2.125000000000000000e+00,5.937500000000000000e-01
2.149999999999999911e+00,5.757575757575760234e-01
2.174999999999999822e+00,4.749999999999999778e-01
2.200000000000000178e+00,4.130434782608700117e-01
2.225000000000000089e+00,4.130434782608700117e-01
2.250000000000000000e+00,4.222222222222219989e-01
2.274999999999999911e+00,4.523809523809519950e-01
2.299999999999999822e+00,5.135135135135130424e-01
2.325000000000000178e+00,5.937500000000000000e-01
2.350000000000000089e+00,7.037037037037040532e-01
2.375000000000000000e+00,7.600000000000000089e-01
2.399999999999999911e+00,8.260869565217390242e-01
2.424999999999999822e+00,9.047619047619049892e-01
2.450000000000000178e+00,1.000000000000000000e+00
